Tipo;Plan estabilidad lechero?;Fecha ingreso trámite;Fracciones Artº5;Tipo de negocio;Tipo de negocio;;Nº expediente;Estado de ocupación;Moneda;Precio total;Superficie total(ha);Superficie CONEAT 100 (ha);Mejoras que incluye;Forma de entrega;Forma y plazo pago;Multa por incumplimiento;Padrones
Por Art. 35º;NO;15/05/2018;;Compraventa;;;729;Parcialmente ocupado;U$S;27950000;4893,3099;3165;Comprende suelos y mejoras, incluyendo la totalidad de los bosques;Conjuntamente con el otorgamiento de la escritura de compraventa. Libres, salvo los padrones: 650, 2082, 12272, 12273, 12274, 12813, 12839, 12840, 13224, 13601, 13602, 14528, 3170, 5210, 14008, 630, 774 y 775 los cuales tiene contrato de pastoreo vegentes.;En una sola partida conjuntamente con el otorgamiento de la compraventa;U$S 2.795.000;Rivera-> Rural: 6714-736-774-775-8456-776-6688-6715-2849-2082-6713-10001-630-2106-12272-4141-650 Tacuarembó-> Rural: 3170-12840-12839-13602-14528-12273-12813-1987-14008-13224-12274-13601-5210
Por Art. 35º;NO;15/05/2018;;Compraventa;Compraventa;;730;Ocupado;U$S;40050000;7153,5211;4914;Suelos y mejoras incluyendo totalidad de los bosques.;Libres excepto los pastoreos que se hayan vigentes.;En una sola partida conjuntamente con el otorgamiento de la compraventa.;U$S 4.000.000;Rivera-> Rural: 5409-3534-471-8065-530-222-7702-9472-3791-7433-4733-5411-5592-2048-9221-3737-3482-233-7767-10394-12394-7607-9188-12447-6646-3858-8497
Por Art. 35º;NO;14/05/2018;;Compraventa;;;713;Parcialmente ocupado;U$S;1084200;208,5;264,795; Comprende suelos y mejoras: casas de peones y embarcadero;El plazo máximo para la entrega era el 03/05/2018 se ha prorrogado hasta por 90 días más. Será entregado libre a excepción de que se realizará un comodato precario sobre la vivienda que ocupa el peón por un plazo de 6 meses a contar de la fecha de la escritura de compraventa. Asimismo se realizará un comodato precario sobre el embarcadero de ganado, el que podrá ser utilizadop por la sociedad vendedora mientras sea propietaria del resto del ;a) U$S 250.000 que la parte compradora deposito en carácter de seña, b) U$S 250.000 simultáneamente con el otorgamiento de la escritura de compraventa y entrega de los inmuebles y c) saldo U$S 584.200 se pagarán en 3 cuotas iguales, anuales y consecutivas de U$S 194.733,33, venciendo la primera al año de la fecha de la escritura de compraventa. El saldo no  generará interés compensatorio y deberá ser garantizado con la primera hipoteca sobre el bien ;U$S 250.000;San José-> Rural: 19420
Por Art. 35º;NO;02/05/2018;;Paga por entrega de bienes o dación en pago;;;662;Ocupado;U$S;1100000;295,9622;342,7898;suelos, bosques y mejoras;Dación en pago;dación en pago a los 60 días a contar del 25/04/2018;no se estableció;Florida-> Rural: 18861-3540-5262
Por Art. 5º;NO;27/04/2018;PARAJE CAINSA, fracción de campo ubicada en la 7a sección catastral de Artigas.;;;;01589/13;;U$S;200000;417;0;;;;;Artigas-> Rural: 5008
Directo;SI;25/04/2018;;Compraventa;;;2017-00653;Ocupado;U$S;177750;39,5;0;;;Pago contado con la firma de la escritura;;Canelones-> Rural: 3383
Directo;NO;24/04/2018;;Compraventa;Compraventa;;626;;U$S;100000;11,4606;0;Alambrados perimetrales en buen estado de conservación, dos tajamares, conección de energía eléctrica, y una vivienda que cuenta con:dos dormitorios, comedor, estufa a leña, cocina, baño y un galpón;;Al contado;;Canelones-> Rural: 55426
Por Art. 35º;NO;24/04/2018;;Compraventa;Compraventa;;631;Ocupado;U$S;3000000;935,4295;727,9744;Suelos, mejoras, construcciones y accesiones.;Libre.;U$S 2.700.000 al contado, simultáneamente, con el otorgamiento del compromiso de compraventa y entrega de la posesión de los inmuebles, bosques y muebles y el saldo - U$S 300.000 serán abonados conjuntamente con el otorgamiento de la compraventa definitiva.;U$S 300.000;Rocha-> Rural: 13291-24567-7356-7354-6830-1176-18605-7158-3835-8532-1174-32915-1228-4441-1084-24581-7357-13207-5048-60727-1184-7355-5047-1467-13208-8529-55343-1183-5050-4262-7358-49904
Por Art. 5º;NO;19/04/2018;Colonia Agraciada Inm 9P fracción 128;Compraventa;;;606;Libre;U$S;500000;48,4873;105,2;La venta comprende el campo y sus anexos: casa habitación, galpón, molino, bebedero, tanque de agua, alambrados perimetrales en regular estado.-;Se entregará conjuntamente con la firma del compromiso de compraventa.-;I) Con la enajenación de la propiedad y posesión del padrón 2288 de Colonia, avaluado en U$S80.000 y la escritura de enajenación a favor de los señores Carle y Troya se otorgará simultáneamente con la firma del compromiso de compraventa del padrón 4246 II) U$S 140.000 simultáneamente con el compromiso de compraventa del padrón 4246III) U$S 60.000 se pagará el 31/03/2017 IV) U$S 100.000 se pagará el ;U$S 220.000;Soriano-> Rural: 4246
Por Art. 35º;NO;19/04/2018;;Compraventa;;;612;Ocupado;U$S;4439662;2200,1675;1991,1793;Comprende suelos y mejoras;Se entregarán conjuntamente con la escritura de compraventa. Se encuentran arrendados a Forestal Oriental S.A;Contado en una sola partida, conjuntamente con la entrega de la escritura de compraventa;U$S 400.000;Tacuarembó-> Rural: 3025-3027
Directo;NO;19/04/2018;;Compraventa;;;623;;U$S;1003394;128,6402;176,566;Comprende aguadas, potreros, montes, energía y demás;;;;Soriano-> Rural: 4323-8420-8777-7651-8732
Directo;NO;16/04/2018;;Compraventa;;;582;Libre;U$S;185964;27,3478;0;;Se entregará conjuntamente con la firma de la promesa de compraventa;50% conjuntamente con la celebración de la promesa de venta y la entrega de la posesión del bien yel 50% restante con el otorgamiento de la compreventa definitiva.;;Río Negro-> Rural: 2856
Por Art. 5º;NO;13/04/2018;COLONIA DR. BALTASAR BRUM- INMUEBLE 376- FRACCIONES 18B,18C,18D Y 18E;;;;01151/17;;U$S;546275;105,053;0;;;;;Paysandú-> Rural: 11118-8353
Por Art. 5º;NO;13/04/2018;COL. DR. EMILIO FRUGONI - FR. 12A;;;;00650/17;;U$S;1114611;371,537;0;;;;;Artigas-> Rural: 6889
Directo;NO;23/03/2018;;Compraventa;;;421;;U$S;7497391;2766,565;0;Alambrados convencionales y eléctricos en muy buen estado. Casa con luz de UTE. Instalaciones completas para trabajo con ganado. Aguadas naturales y permanentes con accesos a la represa, tajamares y cañadas naturales con agua permanente.;;Al contado;;Durazno-> Rural: 12085-12084-7357-12691-12690-12688
Por Art. 35º;NO;20/03/2018;;Compraventa;;;394;Libre;U$S;351900;153;227,48;Comprende suelos y mejoras;Se entregarán libres en el mes de juliode 2018, encontrandose al día de hoy el mismo en comodato a favor de Madrugada sociedad de hecho, afectado a la explotación agropecuaria.;De acuerdo al contrato verbal, el pago se efectuará en un plazo de 5 años;No se establecio;Canelones-> Rural: 47802-47801
Directo;NO;15/03/2018;;Compraventa;;;372;;U$S;1539843;473,7977;0;Campo sin construcciones con alambrado en buen estado;Se entregará simultáneamente con el otorgamiento de la escritura de compraventa o compromiso de compraventa;Contado o con financiación corta según lo establezca el INC en caso de aceptar la compra;;Artigas-> Rural: 613-894-689-1685-1687
Por Art. 35º;NO;14/03/2018;;Compraventa;;;359;Libre;U$S;1108812;170,5865;274,4307;Comprende suelos y mejoras;Se entregarán simultáneamente con la firma del compromiso de compraventa y con la cancelación de la totalidad de las hipotecas, embargos y deudas.;a) U$S 980.474 al momento de firmarse el compromiso de compraventa b) saldo U$S 128.338 simultáneamente con el otorgamietno de la compraventa definitiva;U$S 108.942;San José-> Rural: 11035-11074-11115-11046-11101-11026-11069-11113-11033-11040-11091-11024-11067-11111-11031-11038-11079-11118-11055-11109-11029-11036-11075-11116-11053-11107-11027-11073-11114-11034-11044-11092-11025-11068-11112-11032-11039-11090-5146-11066-11110-11030-11037-11076-11117-11054-11108-11028
Por Art. 35º;NO;13/03/2018;;Compraventa;Compraventa;;344;Libre;U$S;3120000;1484,8703;1054;Casa personal, galpón con dos habitaciones, galpón encillar, veterinaria con depósito, galpón con dos habitaciones para capataz, pieza con dos tanques de agua. Instalaciones para trabajo con ganado y una represa para riego.;Al momento de celebrarse la escritura de compraventa de la mitad indivisa : con la suma de U$S 1.289.000 con la cual se abonará la deuda hipotecaria que mantienen los reservantes con el Banco Santander y cuya forma de pago se acordará entre el comprador y dicha Institución bancaria;Idem item anterior;U$S 400.000;Artigas-> Rural: 5339
Por Art. 35º;NO;13/03/2018;;Compraventa;;;348;Libre;U$S;1500000;569,0494;589,1286;Comprende suelos y mejoras;Se entregarán conjuntamente con la firma de la compraventa;a) U$S 750.000 simultáneamente con el otorgamiento de la compraventa traslativa de dominio b) U$S 750.000 serán pagadpos al año de firmada ka compraventa antes referida.;U$S 150.000;Cerro Largo-> Rural: 3271-3784
Directo;SI;09/03/2018;;;;;00478/17;;U$S;162854;24,3067;0;;;;;Soriano-> Rural: 9707
Por Art. 5º;NO;26/02/2018;Colonia Osimani y Llerena Fr. 22;Compraventa;;;260;Libre;U$S;105000;5;2,6;Comprende suelos y mejoras;Se entregará conjuntamente con la escritura de compraventa;Contado, con letra de cambio en el momente de suscribirse la escritura de compraventa;No hay datos en la nota;Salto-> Rural: 13268
Directo;NO;09/02/2018;;Compraventa;Compraventa;;209;;U$S;207723;67,0077;1;aguada natural;libre;al contado como máximo 180 días;no incluye;Durazno-> Rural: 8847
Por Art. 35º;NO;08/02/2018;;Compraventa;Compraventa;;00202/2018;Ocupado;U$S;1543050;398;439;SUELOS Y MEJORAS;LIBRE DE OCUPANTES;u$s 309.000 simultaneamente con la promesa en el plazo de 60 días a contar del 29/12/2017-U$S884.050 simultaneamente con la entrega de los bienes(1/7//2018)-U$S 350.000-trescientos días contados a partir de la fecha de entrega efectiva conjuntamente con la escritura -El precio no generará interés compensatorio;U$S154.300;Florida-> Rural: 9621-14215-14216-960-12440-958
Directo;NO;08/02/2018;;;;;207;Libre;U$S;3589600;1282;596,33;Suelos y mejoras;libre;al contado en un plazo de 120 días a partir de que el INC se expida;No se estipula;Rivera-> Rural: 3965-12651-12722
Por Art. 35º;NO;07/02/2018;;Compraventa;;;188;Parcialmente ocupado;U$S;6633395;1895,2559;1880,8881;Comprendse suelos y mejoras;Se entregará simultáneamente con el otorgamiento de la escritura de compraventa (plazo máximo de 90 días a contar del 22/12/2017). Existe contrato de arrendamiento por una superficie de 1136 ha a favor de Dos Ceibos S.A por un plazo de 3 campañas 2017/2018 2018/2019 y 2019/2020, venciendo el 30/06/2020;Contado simultáneamente con el otorgamiento de la compraventa;U$S 663.340;Durazno-> Rural: 11135-8783-11134
Por Art. 35º;NO;06/02/2018;;Compraventa;;;181;Ocupado;U$S;3840284;423;712;Comprende suelos y mejoras ;Se entregaron conjuntamente con la firma del compromiso de compraventa el 12/01/2018, ocupados. Arrendamiento no inscripto a favor de Francisco Cassarino por 3 años a contar del 30/05/2016.;Se abonó contado conjuntamente con la firma del compromiso de compraventa el 12/01/2018;U$S 1.000.000;Soriano-> Rural: 6167-6161-2076-6162
Por Art. 35º;NO;06/02/2018;;Compraventa;;;182;Ocupado;U$S;3291990;925,262;1360,8277;Comprende suelos y mejoras;Se entregaron conjuntamente con la firma del compromiso de compraventa el 12/01/2018, ocupados. Arrendamiento no inscripto a favor de José Luis Dmitruk por un plazo de 1 año a contar del 01/06/2017;Se abonó contado conjuntamente con la firma del compromiso de compraventa el 12/01/2018;U$S 1.000.000;Salto-> Rural: 11699-11698-3137
Por Art. 35º;NO;06/02/2018;;Compraventa;;;184;Ocupado;U$S;4453017;1439;1266;Comprende suelos y mejoras;Se entregaron conjuntamente con el otorgamiento del comprimiso de compraventa, arrendados contrato no inscripto a Valsemar S.A por un plazo de 3 años a contar del 01/06/2016;Se pago contado conjuntamente con el otorgamiento del compromiso de compraventa el 12/01/2018;U$S 1.000.000;Rivera-> Rural: 12396-11483-11489-11488-12139
Por Art. 35º;NO;06/02/2018;;Compraventa;;;185;Ocupado;U$S;3367622;539,2193;781,868;Comprende suelos y mejoras;Se entregaron conjuntamente con la firma del compromiso de compraventa el 12/01/2018, arrendados a Dubach SRL por un plazo de 3 años agrícolas venciendo el 31/05/2019;Se abonó contado contado conjuntamente con la firma del compromiso de compraventa el 12/01/2018;U$S 1.000.000;Río Negro-> Rural: 3915
Por Art. 35º;NO;06/02/2018;;Compraventa;;;187;Ocupado;U$S;2348833;348,916;621,0705;Comprende suelos y mejoras;Se entregaron conjuntamente con la firma de la promesa de compraventa el 12/01/2018, arrendado a Dubach SRL por un plazo de 3 años agricolas venciendo el 31/05/2019;Se abonó contado conjuntamente con la firma del compromiso de compraventa el 12/01/2018;U$S 1.000.000;Río Negro-> Rural: 6329
Por Art. 35º;NO;06/02/2018;;Compraventa;;;186;Ocupado;U$S;19482664;4794,8413;4224,922;Comprende suelos y mejoras;Se entregaron conjuntamente con la firma del compromiso de compraventa el 12/01/2018, arrendados a Forestal Oriental  por un plazo que vence el 31/12/2040;Se abonó contado conjuntamente con la firma del compromiso de compraventa;U$S 1.000.000;Paysandú-> Rural: 8028-1143-2828-7496-1142-7437-1139-1284-6500-1138-1283-6499-1137-1181-5694-1101-1151-1100-1146-1145
Por Art. 35º;NO;01/02/2018;;Compraventa;;;154;Libre;U$S;15800000;837,5155;820,7652;Comprende suelos y mejoras;se entrtegará conjuntamente con la firma del compromiso de compraventa, libre.;U$S 14.300.000 simultáneamente con el otorgamiento del compromiso de compraventa y con la suma de U$S 1.500.000 simultáneamente con el otorgamiento de la compraventa del inmueble;El equivalente al 10% del precio pactado;Salto-> Rural: 9330
Por Art. 35º;NO;30/01/2018;;Compraventa;;;148;Libre;U$S;2150000;731;348;La operación comprende la compraventa de un campo natural sin mejoras;Se entregará conjuntamente con la compraventa;Contado, conjuntamente con la firma de la compraventa;U$S 215.000;Maldonado-> Rural: 4397-3779-3772-7392-14325-5469-3800-3830
Por Art. 35º;NO;29/01/2018;;Compraventa;;;138;Ocupado;U$S;12069946;1699,9925;3042,98;Comprende suelos y mejoras;Se entregarán conjuntamente con la firma de la compraventa. Arrendados a Jorge Rodríguez hasta el 15/05/2018 ;Contado, conjuntamente con la firma de la escritura de compraventa.;U$S 600.000;Soriano-> Rural: 2081-3062
Por Art. 5º;NO;24/01/2018;Colonia Italia Inm 19 Fr 6C ;Compraventa;;;124;Ocupado;U$S;31977;4;12;Incluye suelos y mejoras, se excluyen la totalidad de las contrucciones existentes en el bien, porque fueron realizadas por el futuro comprador siendo en consecuencia de su propiedad.-;Simultáneamente con la escrituración. Se encuentra ocupado por el futuro comprador.;Contado simultáneamente con la escritura de compraventa (plazo de 45 días a contar del 22/01/2018);U$S 8.000;San José-> Rural: 13194
Por Art. 35º;NO;19/01/2018;;Compraventa;;;91;Parcialmente ocupado;U$S;9100000;1400;1722;Comprende suelos y mejoras;Conjuntamente con la firma de la escritura de compraventa ó firma de compromiso de compraventa y pago del 95% del precio;100 días a contar del 02/01/2018 conjuntamente con la firma de la escritura de compraventa o promesa  de compraventa;U$S 910.000;Soriano-> Rural: 12827
Por Art. 35º;NO;15/01/2018;;Compraventa;;;61;Libre;U$S;1400000;174,3433;242,6887;Comprende suelos y mejoras;Se entregará libre de ocupantes dentro de un plazo 60 días a contar el 21/11/2018, pudiendo prorrogarse por caso fortuito o fuerza mayor. Existe contrato de arrendamiento sobre 60 ha por plazo de un año a contar del 20/10/2016, renovable automáticamente por un año más.-;Contado conjuntamente con al momento de la firma de la escritura de compraventa, el 21/01/2018;U$S 140.000;Colonia-> Rural: 2336-7792
Por Art. 35º;NO;04/01/2018;;Liquidación de sociedad;;;2018-70-1-00034;Ocupado;U$S;15000000;2900;2897,721;Comprenden suelos y mejoras;Algunos padrones se encuentran arrendados a EUFORES S.A por el plazo de 4 años que finaliza en el 2019.-;Contado y en forma simultánea con la escritura de compreventa.-;No se pacto.-;Canelones-> Rural: 9684-6290-2190-9147-28116-35119-6319-38248-57185-6312-12607-14124-6315-23907-5595-13476-10391-5596-50739-13783-5543-14496-9685-17998-6564-5600-6321-38265-52941-8799-23022-25584-6318-23910-37638-39181-56605-11674-5548-6309-13784-5594-35121-9688-2191-50738-17999-6577
Por Art. 35º;NO;02/01/2018;;Donación;Donación;;00003/2018;Ocupado;U$S;920000;594;11111;Suelos y mejoras;donación con  reserva de usufructo;donación no hay precio a pagar;no hay;Canelones-> Rural: 42313-345-48142-346-42311-373-352-42312-43175-44726-42315-351-47863-10628-9492-42316-43174
Por Art. 35º;NO;29/12/2017;;Compraventa;;;2018-0202;;U$S;1553117;398,2352;0;;;;;Florida-> Rural: 12440-958-6921-14215-14216-960
Directo;NO;22/12/2017;;Compraventa;;;1882;Libre;U$S;2070000;262;0;La operación comprende suelos y mejoras. Incluye casa habitación principal, para empleados, galpones varios, luz eléctrica trifácica, cuatro mangas con huevos, tubo y cepo para vacunos, pozo semisurgente con bomba. 130 hás.de trébol rojo y alfalfay sala de ordeñe para 20 órganos. En caso de interesar mejoras móviles del tambo se tasaría aparte.;Libre conjuntamente con la compraventa;;;Soriano-> Rural: 5439-5586-8570-7828-5587-7827
Directo;NO;22/12/2017;;Compraventa;;;1883;Libre;U$S;450000;44;0;Comprende suelos y mejoras como casa habitación, 3 galpones, luz trifásica, dos pozos a balde y semisurgente con bomba, 6 bebederos de material, 3 mangas, huevo,tubo y cepo.;Libre conjuntamente con la escritura de compraventa;;;Soriano-> Rural: 8710-8708-8706-8713-8711-4275-8714-8705
Por Art. 35º;NO;22/12/2017;;Compraventa;;;2018-0188;;U$S;6633396;1895,2559;0;;;;;Durazno-> Rural: 11135-8783-11134
Por Art. 5º;NO;22/12/2017;Fracción no 12B de la colonia doctor Emilio Frugoni, inmueble no 494;;;;1533/16;;U$S;603747;371,537;0;;;;;Artigas-> Rural: 6890
Por Art. 35º;NO;19/12/2017;;Compraventa;;;2018-0154;;U$S;15800000;837,5155;0;;;;;Salto-> Rural: 9330
Por Art. 5º;NO;19/12/2017;INM.: 738 - FRACCIÓN: A;;;;303/13;;U$S;125000;968;0;;;;;Paysandú-> Rural: 12834-12835
Por Art. 35º;NO;14/12/2017;;Compraventa;;;1842;Parcialmente ocupado;U$S;17568128;5145;3598;La operación comprende suelos y mejoras;Se entregará conjuntamente con el otorgamiento de la escritura de compraventa, parcialmente arrendados;Contado conjuntamente con el otorgamiento de la escritura de compraventa;U$S 20.000.000;Lavalleja-> Rural: 17153-984-14808-17151-8992-5251-12064-6222-6016-3051-8417-4599-14899 Maldonado-> Rural: 19491-22315-22314 Rocha-> Rural: 2383-4298-12874-2405-2382-22365-5756-4208-12872-58182-4431-2380-2408-7133-4017-55212-2407-10197-5162-2484-22364-2402-36058-5766-2411-55213 Treinta y Tres-> Rural: 9663-10321-9442-7457-2119-3894-2094-6069-2086-8173-2092-3895-2085-1956
Por Art. 35º;NO;14/12/2017;;Compraventa;;;1848;Parcialmente ocupado;U$S;82881491;29959,7098;23855;Comprende suelos y mejoras;Simultáneamente con el otorgamiento de la escritura de compraventa. Parcialmente arrendado;Contado, simultáneamente con el otorgamiento de la escritura de compraventa;U$S 20.000.000;Canelones-> Rural: 8350 Florida-> Rural: 16239-16240-1863 Lavalleja-> Rural: 3077-10651-14002-12866-8734-9442-16196-3069-8540-8731-12962-6569-7596-2799-8115-16753-5755-9968-2338-16095-8728-17083-2317-3150-7399-16393-15048-11864-11997-6213-1172-6457-14861-9572-3960-5480-4521-3078-11823-2568-8735-10160-3963-1168-15851-3073-8940-9571-8732-10486-2912-8117-16843-2557-16235-8729-8708-9072-6575-2332-16614-7459-16716-9568-15049-2240-15900-3025-6472-15700-6400-5085-16201-5532-5338-14274-9522-17063-5150-14670-11441-612-15852-3076-10327-8733-5080-16199-11593-4281-12762-3047-8118-16844-5265-16866-16236-8730-7412-16616-8062-16717-4641-15312-2266-5025-16198-17082-9115-2316-3106-7123-16392-3835-16203-6698-5672-5718-14779-17185-5151-4945-14590-617-634 Maldonado-> Rural: 24757-25617-19790-23120-5017-9424-2073-25618-23023-2683-23121-15675-5021-22104-4256-8128-25619-24753-25616-19758-1026-8363-22287-8488 Rocha-> Rural: 408-4420-20418-22239-2398-39152-4425-4981-2356-33074-2161-2359-2342-29701-1220-501-2326-12585-49832-59305-39295-502-5545-8234-58707-20420-22240-354-2766-58704-5254-7168-2364-33075-4068-3848-2352-29702-1234-589-2330-13926-51686-450-48667-505-7207-49756-27843-23061-376-4159-58706-17396-17357-2390-33207-4227-4645-2354-29703-1237-2329-2341-26286-58705-1212-455-518-8098-49831-27845-34491 Treinta y Tres-> Rural: 2124-3465
Por Art. 5º;NO;11/12/2017;COLONIA 19 DE ABRIL, fracción de campo.;;;;1208/16;;U$S;58475;12,32;0;;;;;Paysandú-> Rural: 12838
Por Art. 35º;NO;07/12/2017;;Compraventa;;;1785;Libre;U$S;3078360;1368;738;Comprende suelos y mejoras;Conjuntamente con el otorgamiento de la escritura de compraventa;Contado, simultáneamente con la escritura de compraventa;No se estipuló;Paysandú-> Rural: 8177-8176
Por Art. 5º;NO;01/12/2017;Fraccion 28 de Colonia Ofir;;;;1455/2016;;U$S;93280;31,934;0;;;;;Río Negro-> Rural: 1852
Por Art. 5º;NO;30/11/2017;Fracción de campo ubicada en la sexta sección del Departamento de Cerro Largo, a 15 km del pueblo FraileMuerto, por Ruta 44 y camino vecinal.;;;;1603/2015;;U$S;596711;220,1204;0;;;;;Cerro Largo-> Rural: 16828-16829
Por Art. 5º;NO;23/11/2017;Fracciones de campo, del departamento de Canelones - Paraje San Ramón ;;;;1147/2015;;U$S;119925;22,458;0;;;;;Canelones-> Rural: 64190
Por Art. 5º;NO;21/11/2017;Colonia AGRACIADA - Fracción. 36-;;;;934/2016;;U$S;140000;37,59;0;;;;;Soriano-> Rural: 10690
Directo;NO;20/11/2017;;Compraventa;;;2017-01675;;U$S;21000;12,89;0;;;;;Artigas-> Rural: 4869
Por Art. 5º;NO;13/11/2017;Colonia Reyles INMUEBLE 226 - Frascciones 5A, 5B, 5C y 5D -;;;;00744/2015;;U$S;867840;304,5055;0;;;;;Durazno-> Rural: 11855-11854
Por Art. 35º;NO;09/11/2017;;Compraventa;;;2018-0148;;U$S;2150000;730,9514;0;;;;;Maldonado-> Rural: 5469-3800-3830-4397-3779-3772-7392-14325
Por Art. 35º;NO;01/11/2017;;Compraventa;;;2017-1717;;U$S;6000000;1033,3625;0;;;;;San José-> Rural: 1587-18991-4715-4036-1588-12046-4039-1671-4207-1766
Directo;NO;01/11/2017;;Compraventa;;;2017-01676;Libre;U$S;3345968;531,106;0;;;un pago del 50 % al contado y el saldo a un año de plazo.;;Río Negro-> Rural: 3274
Por Art. 35º;NO;31/10/2017;;Compraventa;;;2017-1692;;U$S;2500000;548,696;0;;;;;Paysandú-> Rural: 7915-7038
Directo;NO;24/10/2017;;Compraventa;;;2017-01559;Libre;U$S;626200;101;0;;;;;Colonia-> Rural: 17575
Por Art. 35º;NO;20/10/2017;;Compraventa;;;2017-1618;;U$S;3710675;976,4935;0;;;;;Florida-> Rural: 3662-5231
Directo;NO;19/10/2017;;Compraventa;;;2017-01531;Libre;U$S;80000;16,6947;0;;;Al contado;;Canelones-> Rural: 55363
Directo;SI;18/10/2017;;;;;00562/2016;;U$S;88284;10,7272;0;;;;;San José-> Rural: 8555
Por Art. 5º;NO;13/10/2017;Fracción 22 del Inmueble 461, perteneciente a la Colonia J.F. Kennedy;;;;00211/2017;;U$S;830942;110,7923;0;;;;;Río Negro-> Rural: 4086
Por Art. 35º;NO;06/10/2017;;Compraventa;;;2017-1497;;U$S;11000000;2952,5719;0;;;;;Florida-> Rural: 10631-9948-3503-9946-18884-11192-9949-7557-9947
Por Art. 35º;NO;29/09/2017;;Compraventa;;;2017-01095;;U$S;6526452;932,3503;0;;;;;Paysandú-> Rural: 2556
Por Art. 35º;NO;29/09/2017;;Compraventa;;;2017-1461;;U$S;2385000;449,4846;0;;;;;Soriano-> Rural: 1881
Directo;NO;28/09/2017;;Compraventa;;;2017-01374;;U$S;824900;112,2217;0;;;;;Río Negro-> Rural: 3670
Por Art. 35º;NO;26/09/2017;;Compraventa;;;2017-1598;;U$S;1818077;498,1033;0;;;;;Salto-> Rural: 9523-8918
Por Art. 35º;NO;21/09/2017;;Compraventa;;;2017-1435;;U$S;3800000;742,4526;0;;;;;Río Negro-> Rural: 1975
Por Art. 35º;NO;15/09/2017;;Compraventa;;;2017-1476;;U$S;17993623;2768,2498;0;;;;;Soriano-> Rural: 12809-9110-9113-11561
Por Art. 35º;NO;07/09/2017;;Compraventa;;;2017-1677;;U$S;2760879;1254,945;0;;;;;Tacuarembó-> Rural: 261-373-6758
Por Art. 35º;NO;07/09/2017;;Compraventa;;;2017-1677;;U$S;1770404;737,6683;0;;;;;Tacuarembó-> Rural: 16149-16148-16147
Por Art. 35º;NO;07/09/2017;;Compraventa;;;2017-1677;;U$S;9322721;3452,8599;0;;;;;Tacuarembó-> Rural: 4199-2799-4350-2893-6463-3007-13880-4349-9229
Por Art. 35º;NO;31/08/2017;;Compraventa;;;2017-1299;;U$S;3314793;1025,9341;0;;;;;Florida-> Rural: 9417-1592-8927-1593-1595-4767-1594-5866-19448-14048-7726-5087-1612-4951-15814-8644-1935-15815-5472-9419-8307-1597-1600
Por Art. 35º;NO;24/08/2017;;Compraventa;;;2017-1165;;U$S;2048000;671,9295;0;;;;;Treinta y Tres-> Rural: 5144-10220-9140-5145-9141-5146
Por Art. 5º;NO;23/08/2017;INMUEBLE 376 Fracción 33-5;Compraventa;;;2017-01128;Libre;U$S;51368;10,3764;0;;;;;Paysandú-> Rural: 8425
Por Art. 35º;NO;17/08/2017;;Compraventa;;;2017-1319;;U$S;1400961;506,4935;0;;;;;Florida-> Rural: 4940-14735-14733-18859-14736-14738-14734-18858
Por Art. 35º;NO;11/08/2017;;Compraventa;;;2017-1335;;U$S;2156437;501,497;0;;;;;Soriano-> Rural: 661-655-8696-6750-6749-643-4410-7752
Por Art. 35º;NO;07/08/2017;;Compraventa;;;2017-1259;;U$S;3395243;848,8107;0;;;;;Tacuarembó-> Rural: 15879-15881-15882-15878-15880-15883
Por Art. 35º;NO;04/08/2017;;Compraventa;;;2017-1409;;U$S;3334669;980,7849;0;;;;;Rivera-> Rural: 12899
Por Art. 5º;NO;01/08/2017;Fracción A;;;;01051/2015;;U$S;169988;33,7949;0;;;;;Canelones-> Rural: 22018
Por Art. 35º;NO;28/07/2017;;Compraventa;;;2015-0616;;U$S;1250000;199,5462;0;;;;;Paysandú-> Rural: 4900
Directo;NO;26/07/2017;;Compraventa;;;2017-01002;;U$S;2350400;903,9813;0;;;;;Salto-> Rural: 7455-13152-13155-7417-8512
Por Art. 35º;NO;13/07/2017;;Compraventa;;;2017-0969;;U$S;3090000;1582,3993;0;;;;;Salto-> Rural: 2779-12963-3133-12964-12962
Directo;SI;13/07/2017;;Compraventa;;;2017-00927;Ocupado;U$S;115000;23,3012;0;;;contado al momento de la firma del contrato.;;Canelones-> Rural: 70973-3163
Por Art. 35º;NO;04/07/2017;;Compraventa;;;2017-0931;;U$S;997697;644,4368;0;;;;;Artigas-> Rural: 7434-932-930-2588-931
Por Art. 35º;NO;30/06/2017;;Compraventa;;;2017-1473;;U$S;8090250;2356,3199;0;;;;;Paysandú-> Rural: 276-6138-8469
Por Art. 35º;NO;29/06/2017;;Compraventa;;;2017-1071;;U$S;8386361;2372,52;0;;;;;Tacuarembó-> Rural: 10742-13774-13773
Por Art. 35º;NO;29/06/2017;;Compraventa;;;2017-1003;;U$S;5699510;712,4387;0;;;;;Paysandú-> Rural: 5978-5976
Por Art. 35º;NO;23/06/2017;;;;;2017-0948;;U$S;6316767;1973,6297;0;;;;;Salto-> Rural: 10782-10781-10780
Por Art. 35º;NO;16/06/2017;;Compraventa;;;2017-0814;;U$S;2100000;823,1493;0;;;;;Paysandú-> Rural: 2801
Por Art. 35º;NO;15/06/2017;;Compraventa;;;2017-0891;;U$S;3670042;524,2917;0;;;;;Colonia-> Rural: 4781-3729-3728-4709-4782-4780-7906-3727-24090-10094
